PolicyNumber,CustomerID,Gender,Age,PolicyType,PolicyStartDate,PolicyEndDate,PremiumAmount,CoverageAmount,ClaimNumber,ClaimDate,ClaimAmount,ClaimStatus
P8230,C8230,Male,86,Travel,17-04-2024,17-04-2025,945.26,45521.13,C8230,21-11-2024,1660.68,Settled
P8231,C8231,Female,53,Health,22-03-2024,22-03-2025,583.57,91315.95,C8231,11-03-2025,569.59,Settled
P8232,C8232,Male,35,Health,29-03-2024,29-03-2025,318.69,84612.77,C8232,26-07-2024,1127.51,Pending
P8233,C8233,Female,39,Health,19-12-2023,19-12-2024,580.35,52947.53,C8233,NULL,0,Rejected
P8234,C8234,Male,50,Life,21-02-2024,21-02-2025,646.94,26840,C8234,24-02-2024,4038.02,Settled
P8235,C8235,Female,70,Travel,19-08-2023,19-08-2024,270.34,70568.15,C8235,NULL,0,Rejected
P8236,C8236,Male,19,Life,02-03-2024,02-03-2025,178.41,48664.6,C8236,NULL,0,Rejected
P8237,C8237,Female,70,Auto,10-02-2024,10-02-2025,151.09,108462.75,C8237,21-11-2024,5008.66,Settled
P8238,C8238,Male,31,Travel,05-04-2024,05-04-2025,236.7,98083.43,C8238,25-07-2024,1833.64,Settled
P8239,C8239,Female,67,Health,26-07-2023,26-07-2024,888.03,33168.71,C8239,NULL,0,Rejected
P8240,C8240,Male,79,Travel,02-01-2024,02-01-2025,954.7,46944.15,C8240,19-05-2024,4235.27,Settled
P8241,C8241,Female,65,Travel,16-01-2024,16-01-2025,902.7,81145.61,C8241,15-08-2024,5041.44,Settled
P8242,C8242,Male,60,Health,13-06-2024,13-06-2025,160.07,42222.58,C8242,12-01-2025,3924.73,Settled
P8243,C8243,Female,84,Travel,08-11-2023,08-11-2024,479.07,102876.82,C8243,NULL,0,Rejected
P8244,C8244,Male,86,Health,15-03-2024,15-03-2025,516.06,101789.69,C8244,06-11-2024,1764.48,Pending
P8245,C8245,Female,29,Travel,16-02-2024,16-02-2025,426.34,35912.28,C8245,NULL,0,Rejected
P8246,C8246,Male,70,Travel,05-05-2024,05-05-2025,487.41,93264.87,C8246,09-09-2024,3828.83,Settled
P8247,C8247,Female,27,Auto,16-10-2023,16-10-2024,996.75,62500.3,C8247,13-09-2024,1004.11,Settled
P8248,C8248,Male,86,Health,02-03-2024,02-03-2025,245.17,44837.76,C8248,09-05-2024,3760.41,Settled
P8249,C8249,Female,49,Travel,17-12-2023,17-12-2024,257.27,95460.55,C8249,17-01-2024,3063.89,Settled
P8250,C8250,Male,35,Home,28-06-2024,28-06-2025,996.14,46594.42,C8250,NULL,0,Rejected
P8251,C8251,Female,62,Home,27-01-2024,27-01-2025,921.78,64591.06,C8251,NULL,0,Rejected
P8252,C8252,Male,48,Travel,08-04-2024,08-04-2025,214.08,36656.55,C8252,16-09-2024,1824.95,Settled
P8253,C8253,Female,27,Travel,25-03-2024,25-03-2025,383.33,66131.95,C8253,NULL,0,Rejected
P8254,C8254,Male,32,Life,28-12-2023,28-12-2024,963.83,86460.43,C8254,NULL,0,Rejected
P8255,C8255,Female,52,Travel,04-12-2023,04-12-2024,182.89,32821.17,C8255,NULL,0,Rejected
P8256,C8256,Male,63,Travel,10-04-2024,10-04-2025,337.56,89937.07,C8256,21-10-2024,2231.61,Settled
P8257,C8257,Female,67,Travel,16-08-2023,16-08-2024,757.01,89025.96,C8257,18-02-2024,1741.03,Settled
P8258,C8258,Male,87,Life,22-08-2023,22-08-2024,886.2,19950.29,C8258,NULL,0,Rejected
P8259,C8259,Female,44,Health,09-05-2024,09-05-2025,1046.89,98858.16,C8259,08-03-2025,3688.98,Pending
P8260,C8260,Male,85,Health,04-12-2023,04-12-2024,513.81,44579.36,C8260,20-08-2024,3727.44,Settled
P8261,C8261,Female,78,Travel,19-07-2023,19-07-2024,434.77,90830.23,C8261,NULL,0,Rejected
P8262,C8262,Male,35,Auto,04-12-2023,04-12-2024,118.26,66384.82,C8262,12-08-2024,5247.59,Pending
P8263,C8263,Female,40,Home,04-07-2024,04-07-2025,1085.74,62576.24,C8263,12-06-2025,5032.65,Settled
P8264,C8264,Male,74,Home,24-09-2023,24-09-2024,1022.24,16282.76,C8264,NULL,0,Rejected
P8265,C8265,Female,38,Home,02-08-2023,02-08-2024,246.97,38278.39,C8265,NULL,0,Rejected
P8266,C8266,Male,59,Health,07-02-2024,07-02-2025,805.42,80497.88,C8266,NULL,0,Rejected
P8267,C8267,Female,75,Travel,26-06-2024,26-06-2025,757.32,53026.24,C8267,NULL,0,Rejected
P8268,C8268,Male,62,Travel,15-12-2023,15-12-2024,725.61,102035.68,C8268,NULL,0,Rejected
P8269,C8269,Female,56,Travel,29-11-2023,29-11-2024,232.45,85315.99,C8269,07-01-2024,2947.73,Pending
P8270,C8270,Male,48,Travel,13-09-2023,13-09-2024,277.34,14615.48,C8270,07-09-2024,1080.93,Settled
P8271,C8271,Female,18,Travel,13-11-2023,13-11-2024,493.41,100792.57,C8271,12-09-2024,5033.01,Settled
P8272,C8272,Male,59,Travel,28-02-2024,28-02-2025,136.52,55971.03,C8272,18-10-2024,4305.37,Settled
P8273,C8273,Female,45,Life,05-07-2024,05-07-2025,367.22,42415.01,C8273,24-11-2024,1644.51,Settled
P8274,C8274,Male,50,Health,05-01-2024,05-01-2025,311.01,83366.61,C8274,17-12-2024,5101.29,Settled
P8275,C8275,Female,67,Life,29-10-2023,29-10-2024,281.07,70593.09,C8275,NULL,0,Rejected
P8276,C8276,Male,37,Health,25-01-2024,25-01-2025,260.26,88635.14,C8276,NULL,0,Rejected
P8277,C8277,Female,55,Auto,12-03-2024,12-03-2025,174.57,13128.99,C8277,NULL,0,Rejected
P8278,C8278,Male,44,Health,02-09-2023,02-09-2024,964.94,20544.34,C8278,17-12-2023,1813.45,Pending
P8279,C8279,Female,61,Travel,15-10-2023,15-10-2024,230.76,38684.77,C8279,31-10-2023,3564.32,Pending
P8280,C8280,Male,29,Auto,22-03-2024,22-03-2025,389.28,68953.54,C8280,NULL,0,Rejected
P8281,C8281,Female,37,Health,24-02-2024,24-02-2025,988.06,51928.09,C8281,NULL,0,Rejected
P8282,C8282,Male,79,Travel,01-10-2023,01-10-2024,1090.12,89760.93,C8282,29-07-2024,511.09,Settled
P8283,C8283,Female,51,Auto,07-07-2024,07-07-2025,316.95,62567.64,C8283,14-09-2024,1906.98,Settled
P8284,C8284,Male,23,Life,03-06-2024,03-06-2025,1068.89,71081.03,C8284,18-05-2025,1063.18,Pending
P8285,C8285,Female,62,Travel,22-03-2024,22-03-2025,677.33,38412.31,C8285,21-09-2024,2620.03,Pending
P8286,C8286,Male,65,Auto,20-06-2024,20-06-2025,1055.4,38148.7,C8286,18-04-2025,1567.58,Settled
P8287,C8287,Female,32,Travel,14-07-2023,14-07-2024,375.98,103756.65,C8287,16-10-2023,3948.61,Settled
P8288,C8288,Male,69,Health,04-11-2023,04-11-2024,396.6,14941.08,C8288,17-04-2024,3828.57,Settled
P8289,C8289,Female,21,Travel,01-01-2024,01-01-2025,238.42,20223.28,C8289,NULL,0,Rejected
P8290,C8290,Male,81,Health,12-12-2023,12-12-2024,196.94,65202.27,C8290,07-10-2024,5296.14,Settled
P8291,C8291,Female,47,Home,21-07-2023,21-07-2024,594.66,11054.86,C8291,NULL,0,Rejected
P8292,C8292,Male,47,Auto,28-03-2024,28-03-2025,546.61,71078.7,C8292,NULL,0,Rejected
P8293,C8293,Female,44,Life,09-10-2023,09-10-2024,772.63,32680.69,C8293,12-02-2024,1127.19,Pending
P8294,C8294,Male,50,Travel,23-07-2023,23-07-2024,809.11,42972.18,C8294,24-02-2024,3369.85,Pending
P8295,C8295,Female,55,Auto,06-12-2023,06-12-2024,754.82,36086.87,C8295,18-12-2023,2514.27,Pending
P8296,C8296,Male,26,Health,21-08-2023,21-08-2024,232.49,40319.69,C8296,NULL,0,Rejected
P8297,C8297,Female,58,Life,15-03-2024,15-03-2025,253.88,72724.83,C8297,10-05-2024,1788.26,Settled
P8298,C8298,Male,31,Auto,05-08-2023,05-08-2024,429.11,73417.33,C8298,NULL,0,Rejected
P8299,C8299,Female,31,Health,22-10-2023,22-10-2024,107.92,79202.76,C8299,20-06-2024,1385.99,Settled
P8300,C8300,Male,24,Travel,24-12-2023,24-12-2024,505.17,57902.53,C8300,12-04-2024,2119.92,Settled
P8301,C8301,Female,61,Life,17-10-2023,17-10-2024,842.51,12270.51,C8301,NULL,0,Rejected
P8302,C8302,Male,21,Life,19-05-2024,19-05-2025,966.5,17868.48,C8302,21-03-2025,1215.13,Settled
P8303,C8303,Female,83,Travel,09-12-2023,09-12-2024,325.86,53089.4,C8303,NULL,0,Rejected
P8304,C8304,Male,87,Travel,18-05-2024,18-05-2025,662.44,41770.58,C8304,06-03-2025,1828.67,Settled
P8305,C8305,Female,81,Health,11-02-2024,11-02-2025,1073.93,91837.75,C8305,NULL,0,Rejected
P8306,C8306,Male,60,Travel,10-09-2023,10-09-2024,670.97,39858.28,C8306,NULL,0,Rejected
P8307,C8307,Female,25,Travel,12-04-2024,12-04-2025,403.12,13582,C8307,24-08-2024,893.53,Settled
P8308,C8308,Male,32,Life,03-02-2024,03-02-2025,273.74,37155.17,C8308,28-12-2024,4066.03,Settled
P8309,C8309,Female,34,Travel,09-03-2024,09-03-2025,967.08,108500.15,C8309,28-12-2024,4227.51,Settled
P8310,C8310,Male,47,Health,05-07-2024,05-07-2025,130.97,70603.68,C8310,NULL,0,Rejected
P8311,C8311,Female,36,Home,15-01-2024,15-01-2025,465.31,85595.29,C8311,27-04-2024,5232.77,Settled
P8312,C8312,Male,59,Life,04-02-2024,04-02-2025,944.92,21465.13,C8312,NULL,0,Rejected
P8313,C8313,Female,41,Health,24-04-2024,24-04-2025,362.53,53879.18,C8313,03-10-2024,4271.99,Pending
P8314,C8314,Male,61,Auto,24-12-2023,24-12-2024,948.61,78550.54,C8314,NULL,0,Rejected
P8315,C8315,Female,61,Travel,02-04-2024,02-04-2025,247.78,25736.51,C8315,NULL,0,Rejected
P8316,C8316,Male,67,Health,10-03-2024,10-03-2025,585.41,35750.5,C8316,28-07-2024,4071.59,Settled
P8317,C8317,Female,83,Travel,17-12-2023,17-12-2024,454.14,64161.93,C8317,03-12-2024,4521.84,Pending
P8318,C8318,Male,58,Life,11-11-2023,11-11-2024,737.67,94049.01,C8318,29-06-2024,4012.98,Pending
P8319,C8319,Female,82,Health,02-04-2024,02-04-2025,414.72,55260.33,C8319,05-05-2024,863.16,Settled
P8320,C8320,Male,66,Travel,28-09-2023,28-09-2024,917.06,76219.02,C8320,NULL,0,Rejected
P8321,C8321,Female,76,Travel,04-04-2024,04-04-2025,192,73152.02,C8321,01-04-2025,5189.54,Settled
P8322,C8322,Male,54,Home,13-03-2024,13-03-2025,581.93,92809.77,C8322,NULL,0,Rejected
P8323,C8323,Female,37,Health,14-02-2024,14-02-2025,614.34,22662.46,C8323,08-11-2024,3701.33,Settled
P8324,C8324,Male,42,Travel,08-06-2024,08-06-2025,784.14,97873.11,C8324,22-08-2024,4934.07,Pending
P8325,C8325,Female,31,Travel,18-01-2024,18-01-2025,633.45,63263.37,C8325,30-03-2024,4895.81,Pending
P8326,C8326,Male,85,Health,28-10-2023,28-10-2024,844.32,56186.83,C8326,NULL,0,Rejected
P8327,C8327,Female,22,Home,26-03-2024,26-03-2025,592.44,71265.69,C8327,NULL,0,Rejected
P8328,C8328,Male,28,Home,31-12-2023,31-12-2024,804.61,31689.58,C8328,03-05-2024,4626.24,Settled
P8329,C8329,Female,75,Travel,19-09-2023,19-09-2024,534.78,89077.75,C8329,15-11-2023,1014.57,Pending
P8330,C8330,Male,53,Home,20-06-2024,20-06-2025,490.96,53698.27,C8330,28-12-2024,2047.53,Settled
P8331,C8331,Female,20,Travel,18-11-2023,18-11-2024,365.85,55384.85,C8331,NULL,0,Rejected
P8332,C8332,Male,48,Travel,22-03-2024,22-03-2025,473.73,53218.09,C8332,29-12-2024,3834.24,Pending
P8333,C8333,Female,39,Health,22-03-2024,22-03-2025,919.81,35176.74,C8333,01-03-2025,2198.25,Settled
P8334,C8334,Male,73,Travel,20-11-2023,20-11-2024,1020.65,33037.23,C8334,05-11-2024,1751.21,Pending
P8335,C8335,Female,35,Travel,13-05-2024,13-05-2025,728.32,67743.26,C8335,NULL,0,Rejected
P8336,C8336,Male,28,Travel,19-11-2023,19-11-2024,342.34,63092.49,C8336,11-10-2024,5431.12,Pending
P8337,C8337,Female,20,Auto,07-01-2024,07-01-2025,1070.58,51657.68,C8337,06-05-2024,2059.34,Pending
P8338,C8338,Male,64,Auto,12-11-2023,12-11-2024,208.72,75580.76,C8338,NULL,0,Rejected
P8339,C8339,Female,21,Travel,31-05-2024,31-05-2025,942.54,109229.5,C8339,29-07-2024,3705.58,Pending
P8340,C8340,Male,21,Travel,24-07-2023,24-07-2024,827.31,45345.22,C8340,14-03-2024,3335.98,Settled
P8341,C8341,Female,71,Life,20-09-2023,20-09-2024,577.69,106826.45,C8341,23-12-2023,4168.15,Settled
P8342,C8342,Male,51,Travel,27-01-2024,27-01-2025,210.51,59081.34,C8342,15-09-2024,4828.99,Settled
P8343,C8343,Female,18,Travel,10-09-2023,10-09-2024,550.7,19005.4,C8343,25-02-2024,5179.25,Settled
P8344,C8344,Male,33,Auto,28-05-2024,28-05-2025,985.19,61016.2,C8344,02-07-2024,2615.25,Settled
P8345,C8345,Female,64,Travel,12-03-2024,12-03-2025,448.07,77761.33,C8345,NULL,0,Rejected
P8346,C8346,Male,21,Health,12-01-2024,12-01-2025,672.4,34428.77,C8346,NULL,0,Rejected
P8347,C8347,Female,68,Travel,02-06-2024,02-06-2025,719.08,41893.6,C8347,01-08-2024,1685.56,Settled
P8348,C8348,Male,73,Life,21-07-2023,21-07-2024,896.19,89180.44,C8348,NULL,0,Rejected
P8349,C8349,Female,32,Life,01-05-2024,01-05-2025,660.63,85256.07,C8349,07-04-2025,1602.05,Settled
P8350,C8350,Male,83,Travel,30-06-2024,30-06-2025,597.74,17473.06,C8350,NULL,0,Rejected
P8351,C8351,Female,73,Travel,04-02-2024,04-02-2025,374.42,93286.73,C8351,NULL,0,Rejected
P8352,C8352,Male,81,Travel,30-05-2024,30-05-2025,1021.69,68560.21,C8352,NULL,0,Rejected
P8353,C8353,Female,82,Travel,30-05-2024,30-05-2025,139.21,88479.52,C8353,06-03-2025,3529.15,Pending
P8354,C8354,Male,52,Health,22-06-2024,22-06-2025,598.58,60011.55,C8354,19-10-2024,4810.64,Pending
P8355,C8355,Female,27,Home,11-12-2023,11-12-2024,1050.32,45301.37,C8355,NULL,0,Rejected
P8356,C8356,Male,21,Life,10-05-2024,10-05-2025,520.11,19712.91,C8356,10-02-2025,4979.72,Settled
P8357,C8357,Female,84,Travel,15-04-2024,15-04-2025,1025.85,85142.72,C8357,24-09-2024,4835.27,Settled
P8358,C8358,Male,74,Health,16-04-2024,16-04-2025,303.3,47261.31,C8358,NULL,0,Rejected
P8359,C8359,Female,22,Travel,03-04-2024,03-04-2025,846.91,63452.64,C8359,26-05-2024,711.1,Settled
P8360,C8360,Male,32,Travel,01-10-2023,01-10-2024,1074.97,14237.84,C8360,04-09-2024,1714.32,Pending
P8361,C8361,Female,42,Life,09-03-2024,09-03-2025,767.66,106058.09,C8361,23-05-2024,5124.51,Pending
P8362,C8362,Male,52,Life,16-05-2024,16-05-2025,1030.7,79680.2,C8362,NULL,0,Rejected
P8363,C8363,Female,74,Health,04-02-2024,04-02-2025,1019.72,79835.06,C8363,NULL,0,Rejected
P8364,C8364,Male,23,Home,24-01-2024,24-01-2025,505.29,84658.7,C8364,23-12-2024,3224.48,Pending
P8365,C8365,Female,32,Health,14-06-2024,14-06-2025,655.94,68561.26,C8365,24-12-2024,903.01,Settled
P8366,C8366,Male,50,Travel,31-10-2023,31-10-2024,974.51,70494.9,C8366,29-05-2024,2738.41,Settled
P8367,C8367,Female,22,Travel,19-04-2024,19-04-2025,345.51,46199.81,C8367,11-08-2024,1706.96,Settled
P8368,C8368,Male,23,Home,30-06-2024,30-06-2025,142.45,36437.21,C8368,03-04-2025,1559.22,Settled
P8369,C8369,Female,49,Home,08-06-2024,08-06-2025,228.67,10944.26,C8369,NULL,0,Rejected
P8370,C8370,Male,53,Auto,03-09-2023,03-09-2024,858.01,13065.34,C8370,NULL,0,Rejected
P8371,C8371,Female,41,Health,23-08-2023,23-08-2024,106.41,106888.37,C8371,11-06-2024,3461.2,Pending
P8372,C8372,Male,83,Life,31-01-2024,31-01-2025,823.96,52951.64,C8372,NULL,0,Rejected
P8373,C8373,Female,49,Life,01-08-2023,01-08-2024,370.61,80921.76,C8373,01-01-2024,2698.98,Pending
P8374,C8374,Male,32,Auto,26-03-2024,26-03-2025,366.29,18004.01,C8374,NULL,0,Rejected
P8375,C8375,Female,42,Life,22-04-2024,22-04-2025,893.3,38985.29,C8375,18-04-2025,3588.02,Pending
P8376,C8376,Male,19,Travel,25-05-2024,25-05-2025,521.89,97969.03,C8376,14-11-2024,2452.33,Pending
P8377,C8377,Female,26,Home,19-01-2024,19-01-2025,524.15,78708.93,C8377,11-07-2024,2086.7,Settled
P8378,C8378,Male,20,Auto,26-04-2024,26-04-2025,611.96,89637.19,C8378,NULL,0,Rejected
P8379,C8379,Female,34,Travel,21-09-2023,21-09-2024,457.85,34329.39,C8379,NULL,0,Rejected
P8380,C8380,Male,27,Travel,09-10-2023,09-10-2024,288.97,58847.88,C8380,NULL,0,Rejected
P8381,C8381,Female,21,Health,07-10-2023,07-10-2024,392.92,70155.83,C8381,11-05-2024,1923.54,Settled
P8382,C8382,Male,72,Life,12-07-2024,12-07-2025,280.4,38398.89,C8382,NULL,0,Rejected
P8383,C8383,Female,46,Life,04-05-2024,04-05-2025,672.54,82339.04,C8383,06-12-2024,4967.21,Settled
P8384,C8384,Male,43,Travel,23-06-2024,23-06-2025,460.77,86591.59,C8384,NULL,0,Rejected
P8385,C8385,Female,82,Travel,28-06-2024,28-06-2025,547.88,55666.9,C8385,06-12-2024,4796.11,Settled
P8386,C8386,Male,51,Life,20-08-2023,20-08-2024,982.49,17839.66,C8386,NULL,0,Rejected
P8387,C8387,Female,24,Home,22-11-2023,22-11-2024,466.86,48677.57,C8387,23-05-2024,4127.14,Pending
P8388,C8388,Male,47,Life,04-05-2024,04-05-2025,542.48,109866.93,C8388,NULL,0,Rejected
P8389,C8389,Female,20,Life,05-01-2024,05-01-2025,400.27,42652.41,C8389,26-04-2024,1440.62,Settled
P8390,C8390,Male,56,Health,10-01-2024,10-01-2025,167.94,75887.84,C8390,24-03-2024,3877.11,Settled
P8391,C8391,Female,42,Travel,08-04-2024,08-04-2025,216.37,71382.06,C8391,15-04-2024,3628.19,Settled
P8392,C8392,Male,35,Travel,09-06-2024,09-06-2025,905.72,40567.35,C8392,NULL,0,Rejected
P8393,C8393,Female,31,Travel,11-07-2024,11-07-2025,615.38,56318.65,C8393,NULL,0,Rejected
P8394,C8394,Male,51,Home,18-06-2024,18-06-2025,303.06,37314.16,C8394,14-12-2024,4678.51,Pending
P8395,C8395,Female,70,Auto,08-05-2024,08-05-2025,518.71,25761.78,C8395,NULL,0,Rejected
P8396,C8396,Male,69,Auto,08-04-2024,08-04-2025,1023.71,73870.38,C8396,NULL,0,Rejected
P8397,C8397,Female,32,Auto,26-09-2023,26-09-2024,670.73,75988.84,C8397,NULL,0,Rejected
P8398,C8398,Male,79,Home,19-05-2024,19-05-2025,822.85,50808.74,C8398,NULL,0,Rejected
P8399,C8399,Female,25,Health,02-07-2024,02-07-2025,465.19,49898.67,C8399,NULL,0,Rejected
P8400,C8400,Male,43,Health,25-01-2024,25-01-2025,173.52,29984,C8400,16-01-2025,1595.83,Pending
P8401,C8401,Female,76,Travel,02-04-2024,02-04-2025,157.44,31446.59,C8401,05-02-2025,2343.61,Pending
P8402,C8402,Male,67,Travel,04-04-2024,04-04-2025,442.85,47568.73,C8402,NULL,0,Rejected
P8403,C8403,Female,48,Home,09-11-2023,09-11-2024,363.26,46321.8,C8403,24-03-2024,3105.77,Settled
P8404,C8404,Male,77,Travel,18-01-2024,18-01-2025,895.17,67421.15,C8404,NULL,0,Rejected
P8405,C8405,Female,61,Health,21-09-2023,21-09-2024,479.41,77437.32,C8405,28-04-2024,4071.48,Pending
P8406,C8406,Male,48,Auto,03-05-2024,03-05-2025,245.26,58202.48,C8406,25-05-2024,4007.43,Settled
P8407,C8407,Female,43,Health,26-10-2023,26-10-2024,1068.85,76351.19,C8407,01-07-2024,528.9,Pending
P8408,C8408,Male,84,Travel,07-10-2023,07-10-2024,666.33,72793.85,C8408,15-10-2023,1744.27,Pending
P8409,C8409,Female,57,Travel,28-10-2023,28-10-2024,522.94,93799.7,C8409,NULL,0,Rejected
P8410,C8410,Male,77,Home,30-03-2024,30-03-2025,754.5,77944.66,C8410,01-05-2024,4994.07,Settled
P8411,C8411,Female,56,Life,04-08-2023,04-08-2024,588.97,76833.47,C8411,NULL,0,Rejected
P8412,C8412,Male,32,Health,08-12-2023,08-12-2024,853.56,50485.53,C8412,NULL,0,Rejected
P8413,C8413,Female,19,Home,17-09-2023,17-09-2024,662.61,85788.16,C8413,NULL,0,Rejected
P8414,C8414,Male,37,Health,21-07-2023,21-07-2024,299.68,29472.48,C8414,NULL,0,Rejected
P8415,C8415,Female,76,Travel,22-06-2024,22-06-2025,733.92,35883.45,C8415,NULL,0,Rejected
P8416,C8416,Male,80,Auto,15-01-2024,15-01-2025,821.33,61192.45,C8416,NULL,0,Rejected
P8417,C8417,Female,34,Travel,25-08-2023,25-08-2024,639.5,103712.99,C8417,31-10-2023,3138.5,Pending
P8418,C8418,Male,85,Home,11-11-2023,11-11-2024,983.43,10583.42,C8418,NULL,0,Rejected
P8419,C8419,Female,70,Home,14-09-2023,14-09-2024,728.56,42973.42,C8419,NULL,0,Rejected
P8420,C8420,Male,79,Travel,08-12-2023,08-12-2024,175.48,31064.39,C8420,06-12-2024,4740.71,Settled
P8421,C8421,Female,31,Health,11-04-2024,11-04-2025,1080.43,65874.05,C8421,NULL,0,Rejected
P8422,C8422,Male,27,Travel,19-06-2024,19-06-2025,444.78,13276.08,C8422,NULL,0,Rejected
P8423,C8423,Female,74,Life,10-09-2023,10-09-2024,950.67,81403.35,C8423,29-02-2024,1091.81,Settled
P8424,C8424,Male,47,Travel,27-02-2024,27-02-2025,671.57,27141.49,C8424,NULL,0,Rejected
P8425,C8425,Female,83,Auto,04-03-2024,04-03-2025,622.45,30000.34,C8425,01-06-2024,5276.49,Settled
P8426,C8426,Male,75,Travel,07-02-2024,07-02-2025,135.67,37623.88,C8426,NULL,0,Rejected
P8427,C8427,Female,55,Life,11-09-2023,11-09-2024,275.83,76745.69,C8427,NULL,0,Rejected
P8428,C8428,Male,86,Travel,30-07-2023,30-07-2024,261.77,107473.75,C8428,09-04-2024,2222.59,Settled
P8429,C8429,Female,82,Travel,20-04-2024,20-04-2025,842.79,47020.87,C8429,12-06-2024,5021.09,Pending
P8430,C8430,Male,70,Travel,10-09-2023,10-09-2024,893.11,108199.52,C8430,NULL,0,Rejected
P8431,C8431,Female,33,Travel,24-10-2023,24-10-2024,331.93,48405.13,C8431,14-01-2024,2270.88,Settled
P8432,C8432,Male,59,Health,26-11-2023,26-11-2024,530.72,71698.39,C8432,NULL,0,Rejected
P8433,C8433,Female,56,Travel,29-06-2024,29-06-2025,254.84,12927.76,C8433,20-12-2024,4931.99,Settled
P8434,C8434,Male,22,Travel,28-03-2024,28-03-2025,976.66,46302.13,C8434,NULL,0,Rejected
P8435,C8435,Female,60,Travel,05-08-2023,05-08-2024,638.29,93111.2,C8435,NULL,0,Rejected
P8436,C8436,Male,82,Life,05-05-2024,05-05-2025,695.16,37942.82,C8436,NULL,0,Rejected
P8437,C8437,Female,19,Travel,13-04-2024,13-04-2025,1044.25,17004.72,C8437,NULL,0,Rejected
P8438,C8438,Male,62,Auto,17-09-2023,17-09-2024,261.64,105100.76,C8438,NULL,0,Rejected
P8439,C8439,Female,47,Life,14-02-2024,14-02-2025,427.85,109531.05,C8439,NULL,0,Rejected
P8440,C8440,Male,26,Travel,18-09-2023,18-09-2024,594.49,20302.15,C8440,30-07-2024,5157.13,Settled
P8441,C8441,Female,43,Health,01-12-2023,01-12-2024,222.26,78381.63,C8441,NULL,0,Rejected
P8442,C8442,Male,25,Health,10-05-2024,10-05-2025,1002.15,83793.79,C8442,30-11-2024,5233.85,Pending
P8443,C8443,Female,39,Travel,25-08-2023,25-08-2024,316.92,11381.81,C8443,NULL,0,Rejected
P8444,C8444,Male,84,Health,12-01-2024,12-01-2025,452.71,90222.74,C8444,NULL,0,Rejected
P8445,C8445,Female,87,Auto,01-10-2023,01-10-2024,934.81,23602.58,C8445,11-09-2024,4658.03,Pending
P8446,C8446,Male,68,Health,24-06-2024,24-06-2025,663.14,87503.7,C8446,13-09-2024,3865.85,Settled
P8447,C8447,Female,44,Travel,17-03-2024,17-03-2025,993.05,50718.93,C8447,NULL,0,Rejected
P8448,C8448,Male,40,Auto,24-05-2024,24-05-2025,581.66,18620.74,C8448,NULL,0,Rejected
P8449,C8449,Female,53,Travel,30-06-2024,30-06-2025,228.89,23381.55,C8449,02-10-2024,2928.68,Pending
P8450,C8450,Male,84,Life,04-07-2024,04-07-2025,224.94,57117.91,C8450,NULL,0,Rejected
P8451,C8451,Female,81,Health,28-10-2023,28-10-2024,973.29,34530.58,C8451,20-06-2024,2879.45,Pending
P8452,C8452,Male,67,Travel,07-11-2023,07-11-2024,471.35,54692.3,C8452,27-10-2024,2751.28,Settled
P8453,C8453,Female,49,Auto,05-09-2023,05-09-2024,187.07,50849.56,C8453,21-06-2024,2288.46,Pending
P8454,C8454,Male,55,Health,19-03-2024,19-03-2025,472.12,43403.27,C8454,NULL,0,Rejected
P8455,C8455,Female,56,Auto,10-03-2024,10-03-2025,817.88,106045.82,C8455,13-11-2024,3264.64,Settled
P8456,C8456,Male,70,Travel,15-11-2023,15-11-2024,501.74,54289.58,C8456,01-05-2024,2391.15,Pending
P8457,C8457,Female,38,Life,01-03-2024,01-03-2025,791.23,81920.15,C8457,04-10-2024,5099.93,Settled
P8458,C8458,Male,83,Health,16-10-2023,16-10-2024,849.02,101760.57,C8458,NULL,0,Rejected
P8459,C8459,Female,81,Auto,03-11-2023,03-11-2024,858.13,40887.02,C8459,30-06-2024,3285.1,Settled
P8460,C8460,Male,82,Travel,07-08-2023,07-08-2024,970.1,10129.7,C8460,02-02-2024,2512.67,Settled
P8461,C8461,Female,73,Auto,24-04-2024,24-04-2025,204.27,55520.34,C8461,03-09-2024,609.26,Pending
P8462,C8462,Male,50,Health,06-09-2023,06-09-2024,577.5,98017.5,C8462,13-06-2024,1009.58,Settled
P8463,C8463,Female,77,Health,31-03-2024,31-03-2025,826.16,61916.46,C8463,02-09-2024,1918.45,Settled
P8464,C8464,Male,57,Auto,20-06-2024,20-06-2025,957.17,13610.05,C8464,NULL,0,Rejected
P8465,C8465,Female,59,Health,15-07-2023,15-07-2024,712.29,48814.36,C8465,30-12-2023,3614.28,Pending
P8466,C8466,Male,72,Travel,27-05-2024,27-05-2025,915.97,35547.2,C8466,16-09-2024,2198.82,Settled
P8467,C8467,Female,86,Travel,28-06-2024,28-06-2025,185.44,107228.28,C8467,NULL,0,Rejected
P8468,C8468,Male,60,Health,24-01-2024,24-01-2025,821.47,58971.76,C8468,18-07-2024,3202.33,Pending
P8469,C8469,Female,59,Travel,08-06-2024,08-06-2025,717.6,50718.95,C8469,10-09-2024,2400.18,Settled
P8470,C8470,Male,62,Auto,20-02-2024,20-02-2025,1047.69,77557.2,C8470,NULL,0,Rejected
P8471,C8471,Female,36,Travel,07-12-2023,07-12-2024,623.91,58514.81,C8471,NULL,0,Rejected
